Serial number:	"0096K23R"
1144 	 7.81200e-01
1145 	 7.82100e-01
1146 	 7.81200e-01
1147 	 7.83500e-01
1148 	 7.82900e-01
1149 	 7.82300e-01
1150 	 7.82500e-01
1151 	 7.82300e-01
1152 	 7.82500e-01
1153 	 7.82500e-01
1154 	 7.81800e-01
1155 	 7.81800e-01
1156 	 7.83300e-01
1157 	 7.83700e-01
1158 	 7.82700e-01
1159 	 7.83100e-01
1160 	 7.82100e-01
1161 	 7.81600e-01
1162 	 7.83500e-01
1163 	 7.81800e-01
1164 	 7.81800e-01
1165 	 7.82500e-01
1166 	 7.82500e-01
1167 	 7.83100e-01
1168 	 7.82300e-01
1169 	 7.81800e-01
1170 	 7.82700e-01
1171 	 7.81800e-01
1172 	 7.83700e-01
1173 	 7.82900e-01
1174 	 7.82300e-01
1175 	 7.82100e-01
1176 	 7.82300e-01
1177 	 7.82500e-01
1178 	 7.82300e-01
1179 	 7.81600e-01
1180 	 7.82500e-01
1181 	 7.82500e-01
1182 	 7.83500e-01
1183 	 7.81800e-01
1184 	 7.82300e-01
1185 	 7.82300e-01
1186 	 7.82500e-01
1187 	 7.83300e-01
1188 	 7.83500e-01
1189 	 7.82700e-01
1190 	 7.82300e-01
1191 	 7.82300e-01
1192 	 7.83700e-01
1193 	 7.83700e-01
1194 	 7.83100e-01
1195 	 7.82300e-01
1196 	 7.82100e-01
1197 	 7.84600e-01
1198 	 7.82500e-01
1199 	 7.82100e-01
1200 	 7.82700e-01
1201 	 7.82500e-01
1202 	 7.83500e-01
1203 	 7.82300e-01
1204 	 7.81000e-01
1205 	 7.82100e-01
1206 	 7.82100e-01
1207 	 7.83300e-01
1208 	 7.82900e-01
1209 	 7.82500e-01
1210 	 7.82700e-01
1211 	 7.82100e-01
1212 	 7.82900e-01
1213 	 7.82700e-01
1214 	 7.82300e-01
1215 	 7.82700e-01
1216 	 7.82100e-01
1217 	 7.83500e-01
1218 	 7.83300e-01
1219 	 7.82700e-01
1220 	 7.82900e-01
1221 	 7.81800e-01
1222 	 7.83700e-01
1223 	 7.82700e-01
1224 	 7.82100e-01
1225 	 7.82700e-01
1226 	 7.81400e-01
1227 	 7.82700e-01
1228 	 7.83300e-01
1229 	 7.82700e-01
1230 	 7.82100e-01
1231 	 7.82100e-01
1232 	 7.84200e-01
1233 	 7.82700e-01
1234 	 7.81400e-01
1235 	 7.82900e-01
1236 	 7.81800e-01
1237 	 7.83300e-01
1238 	 7.82500e-01
1239 	 7.82300e-01
1240 	 7.82300e-01
1241 	 7.82100e-01
1242 	 7.83700e-01
1243 	 7.82500e-01
1244 	 7.82500e-01
1245 	 7.83500e-01
1246 	 7.83100e-01
1247 	 7.84000e-01
1248 	 7.82900e-01
1249 	 7.83100e-01
1250 	 7.83300e-01
1251 	 7.82300e-01
1252 	 7.84600e-01
1253 	 7.83300e-01
1254 	 7.82500e-01
1255 	 7.82900e-01
1256 	 7.82300e-01
1257 	 7.82900e-01
1258 	 7.82300e-01
1259 	 7.82300e-01
1260 	 7.82900e-01
1261 	 7.81800e-01
1262 	 7.83500e-01
1263 	 7.82500e-01
1264 	 7.82300e-01
1265 	 7.83500e-01
1266 	 7.82700e-01
1267 	 7.84200e-01
1268 	 7.83100e-01
1269 	 7.82700e-01
1270 	 7.82300e-01
1271 	 7.81400e-01
1272 	 7.83300e-01
1273 	 7.82300e-01
1274 	 7.81600e-01
1275 	 7.83100e-01
1276 	 7.82100e-01
1277 	 7.83500e-01
1278 	 7.82700e-01
1279 	 7.82100e-01
1280 	 7.82700e-01
1281 	 7.82500e-01
1282 	 7.84000e-01
1283 	 7.83100e-01
1284 	 7.82500e-01
1285 	 7.83100e-01
1286 	 7.82100e-01
1287 	 7.83300e-01
1288 	 7.83100e-01
1289 	 7.82700e-01
1290 	 7.82300e-01
1291 	 7.82500e-01
1292 	 7.82900e-01
1293 	 7.82700e-01
1294 	 7.83100e-01
1295 	 7.82300e-01
1296 	 7.83100e-01
1297 	 7.84600e-01
1298 	 7.83300e-01
1299 	 7.83100e-01
1300 	 7.83100e-01
1301 	 7.84000e-01
1302 	 7.84600e-01
1303 	 7.83700e-01
1304 	 7.82900e-01
1305 	 7.83100e-01
1306 	 7.83100e-01
1307 	 7.84800e-01
1308 	 7.83700e-01
1309 	 7.83300e-01
1310 	 7.82700e-01
1311 	 7.82100e-01
1312 	 7.84200e-01
1313 	 7.83100e-01
1314 	 7.83700e-01
1315 	 7.84000e-01
1316 	 7.82500e-01
1317 	 7.83300e-01
1318 	 7.82300e-01
1319 	 7.82700e-01
1320 	 7.82100e-01
1321 	 7.82700e-01
1322 	 7.83700e-01
1323 	 7.83100e-01
1324 	 7.82700e-01
1325 	 7.82500e-01
1326 	 7.82100e-01
1327 	 7.84000e-01
1328 	 7.82700e-01
1329 	 7.82100e-01
1330 	 7.83300e-01
1331 	 7.82500e-01
1332 	 7.84200e-01
1333 	 7.82300e-01
1334 	 7.83500e-01
1335 	 7.82900e-01
1336 	 7.82300e-01
1337 	 7.83700e-01
1338 	 7.82900e-01
1339 	 7.82100e-01
1340 	 7.83100e-01
1341 	 7.82700e-01
1342 	 7.83300e-01
1343 	 7.82300e-01
1344 	 7.82900e-01
1345 	 7.83100e-01
1346 	 7.82500e-01
1347 	 7.83100e-01
1348 	 7.82900e-01
1349 	 7.82700e-01
1350 	 7.83100e-01
1351 	 7.81800e-01
1352 	 7.83300e-01
1353 	 7.82500e-01
1354 	 7.82900e-01
1355 	 7.82500e-01
1356 	 7.83300e-01
1357 	 7.82900e-01
1358 	 7.83500e-01
1359 	 7.82700e-01
1360 	 7.82700e-01
1361 	 7.82500e-01
1362 	 7.82300e-01
1363 	 7.82500e-01
1364 	 7.82500e-01
1365 	 7.82700e-01
1366 	 7.82100e-01
1367 	 7.84600e-01
1368 	 7.82700e-01
1369 	 7.82700e-01
1370 	 7.82700e-01
1371 	 7.82900e-01
1372 	 7.84600e-01
1373 	 7.82900e-01
1374 	 7.83100e-01
1375 	 7.82100e-01
1376 	 7.82100e-01
1377 	 7.83700e-01
1378 	 7.82900e-01
1379 	 7.83100e-01
1380 	 7.82500e-01
1381 	 7.81800e-01
1382 	 7.84000e-01
1383 	 7.83300e-01
1384 	 7.82900e-01
1385 	 7.83700e-01
1386 	 7.82500e-01
1387 	 7.83500e-01
1388 	 7.82900e-01
1389 	 7.82900e-01
1390 	 7.83500e-01
1391 	 7.82500e-01
1392 	 7.84400e-01
1393 	 7.83100e-01
1394 	 7.83100e-01
1395 	 7.84200e-01
1396 	 7.82500e-01
1397 	 7.84400e-01
1398 	 7.82900e-01
1399 	 7.82700e-01
1400 	 7.82900e-01
1401 	 7.83300e-01
1402 	 7.83300e-01
1403 	 7.83500e-01
1404 	 7.82700e-01
1405 	 7.83100e-01
1406 	 7.82700e-01
1407 	 7.83500e-01
1408 	 7.84400e-01
1409 	 7.82700e-01
1410 	 7.83100e-01
1411 	 7.82300e-01
1412 	 7.83700e-01
1413 	 7.83100e-01
1414 	 7.84400e-01
1415 	 7.84200e-01
1416 	 7.83300e-01
1417 	 7.84000e-01
1418 	 7.84600e-01
1419 	 7.84000e-01
1420 	 7.84200e-01
1421 	 7.83300e-01
1422 	 7.85000e-01
1423 	 7.84000e-01
1424 	 7.82700e-01
1425 	 7.82900e-01
1426 	 7.82500e-01
1427 	 7.83700e-01
1428 	 7.84200e-01
1429 	 7.82700e-01
1430 	 7.83100e-01
1431 	 7.82700e-01
1432 	 7.83500e-01
1433 	 7.83300e-01
1434 	 7.83700e-01
1435 	 7.83700e-01
1436 	 7.83500e-01
1437 	 7.85000e-01
1438 	 7.84200e-01
1439 	 7.82900e-01
1440 	 7.84200e-01
1441 	 7.82500e-01
1442 	 7.84400e-01
1443 	 7.83100e-01
1444 	 7.83700e-01
1445 	 7.83700e-01
1446 	 7.81600e-01
1447 	 7.84000e-01
1448 	 7.82700e-01
1449 	 7.83100e-01
1450 	 7.82900e-01
1451 	 7.82100e-01
1452 	 7.84400e-01
1453 	 7.84200e-01
1454 	 7.83300e-01
1455 	 7.84000e-01
1456 	 7.82500e-01
1457 	 7.84400e-01
1458 	 7.83300e-01
1459 	 7.83500e-01
1460 	 7.82500e-01
1461 	 7.83100e-01
1462 	 7.84800e-01
1463 	 7.83300e-01
1464 	 7.83500e-01
1465 	 7.83700e-01
1466 	 7.82700e-01
1467 	 7.84400e-01
1468 	 7.84000e-01
1469 	 7.82900e-01
1470 	 7.84000e-01
1471 	 7.82500e-01
1472 	 7.84600e-01
1473 	 7.84400e-01
1474 	 7.84200e-01
1475 	 7.83100e-01
1476 	 7.82300e-01
1477 	 7.84200e-01
1478 	 7.84200e-01
1479 	 7.83700e-01
1480 	 7.82900e-01
1481 	 7.83100e-01
1482 	 7.83700e-01
1483 	 7.83500e-01
1484 	 7.83700e-01
1485 	 7.84800e-01
1486 	 7.84400e-01
1487 	 7.84400e-01
1488 	 7.82900e-01
1489 	 7.83700e-01
1490 	 7.82700e-01
1491 	 7.82500e-01
1492 	 7.84200e-01
1493 	 7.83100e-01
1494 	 7.83700e-01
1495 	 7.82700e-01
1496 	 7.82300e-01
1497 	 7.83700e-01
1498 	 7.83300e-01
1499 	 7.82900e-01
1500 	 7.83300e-01
1501 	 7.82700e-01
1502 	 7.83100e-01
1503 	 7.83100e-01
1504 	 7.83300e-01
1505 	 7.83500e-01
1506 	 7.82900e-01
1507 	 7.84400e-01
1508 	 7.84600e-01
1509 	 7.82500e-01
1510 	 7.83300e-01
1511 	 7.83700e-01
1512 	 7.84200e-01
1513 	 7.83300e-01
1514 	 7.84200e-01
1515 	 7.84200e-01
1516 	 7.82900e-01
1517 	 7.85200e-01
1518 	 7.83700e-01
1519 	 7.84000e-01
1520 	 7.83500e-01
1521 	 7.83700e-01
1522 	 7.84600e-01
1523 	 7.84200e-01
1524 	 7.84000e-01
1525 	 7.84000e-01
1526 	 7.83500e-01
1527 	 7.84600e-01
1528 	 7.83500e-01
1529 	 7.84000e-01
1530 	 7.83100e-01
1531 	 7.83300e-01
1532 	 7.84600e-01
1533 	 7.84400e-01
1534 	 7.84400e-01
1535 	 7.83700e-01
1536 	 7.84000e-01
1537 	 7.84800e-01
1538 	 7.84000e-01
1539 	 7.83300e-01
1540 	 7.83700e-01
1541 	 7.82500e-01
1542 	 7.84800e-01
1543 	 7.85000e-01
1544 	 7.84400e-01
1545 	 7.84200e-01
1546 	 7.82700e-01
1547 	 7.84200e-01
1548 	 7.84000e-01
1549 	 7.84400e-01
1550 	 7.83100e-01
1551 	 7.82700e-01
1552 	 7.85200e-01
1553 	 7.84000e-01
1554 	 7.83500e-01
1555 	 7.83500e-01
1556 	 7.82900e-01
1557 	 7.84600e-01
1558 	 7.84200e-01
1559 	 7.84400e-01
1560 	 7.84400e-01
1561 	 7.83300e-01
1562 	 7.84200e-01
1563 	 7.84000e-01
1564 	 7.84000e-01
1565 	 7.84000e-01
1566 	 7.83700e-01
1567 	 7.84600e-01
1568 	 7.83300e-01
1569 	 7.84600e-01
1570 	 7.83700e-01
1571 	 7.83300e-01
1572 	 7.85000e-01
1573 	 7.82900e-01
1574 	 7.85000e-01
1575 	 7.83300e-01
1576 	 7.83100e-01
1577 	 7.84000e-01
1578 	 7.82900e-01
1579 	 7.84200e-01
1580 	 7.84000e-01
1581 	 7.83500e-01
1582 	 7.85200e-01
1583 	 7.83700e-01
1584 	 7.84200e-01
1585 	 7.84400e-01
1586 	 7.83500e-01
1587 	 7.83700e-01
1588 	 7.84400e-01
1589 	 7.84800e-01
1590 	 7.83700e-01
1591 	 7.82900e-01
1592 	 7.85200e-01
1593 	 7.84400e-01
1594 	 7.84400e-01
1595 	 7.84600e-01
1596 	 7.82900e-01
1597 	 7.84400e-01
1598 	 7.83700e-01
1599 	 7.84200e-01
1600 	 7.84200e-01
1601 	 7.83100e-01
1602 	 7.84400e-01
1603 	 7.83500e-01
1604 	 7.84400e-01
1605 	 7.83300e-01
1606 	 7.83100e-01
1607 	 7.84600e-01
1608 	 7.83300e-01
1609 	 7.84000e-01
1610 	 7.83700e-01
1611 	 7.84400e-01
1612 	 7.86100e-01
1613 	 7.84000e-01
1614 	 7.85400e-01
1615 	 7.84200e-01
1616 	 7.84400e-01
1617 	 7.84800e-01
1618 	 7.84400e-01
1619 	 7.84200e-01
1620 	 7.84000e-01
1621 	 7.82900e-01
1622 	 7.85400e-01
1623 	 7.83300e-01
1624 	 7.83500e-01
1625 	 7.84200e-01
1626 	 7.84200e-01
1627 	 7.84800e-01
1628 	 7.83500e-01
1629 	 7.83500e-01
1630 	 7.84200e-01
1631 	 7.82900e-01
1632 	 7.84600e-01
1633 	 7.84400e-01
1634 	 7.84000e-01
1635 	 7.84600e-01
1636 	 7.84400e-01
1637 	 7.85900e-01
1638 	 7.84200e-01
1639 	 7.83300e-01
1640 	 7.84200e-01
1641 	 7.82900e-01
1642 	 7.84000e-01
1643 	 7.83100e-01
1644 	 7.83100e-01
1645 	 7.83700e-01
1646 	 7.83500e-01
1647 	 7.84400e-01
1648 	 7.83300e-01
1649 	 7.85000e-01
1650 	 7.84600e-01
1651 	 7.83100e-01
1652 	 7.84400e-01
1653 	 7.84200e-01
1654 	 7.84600e-01
1655 	 7.84800e-01
1656 	 7.84000e-01
1657 	 7.83700e-01
1658 	 7.84000e-01
1659 	 7.84400e-01
1660 	 7.83700e-01
1661 	 7.83500e-01
1662 	 7.85700e-01
1663 	 7.84200e-01
1664 	 7.83700e-01
1665 	 7.84400e-01
1666 	 7.83100e-01
1667 	 7.84600e-01
1668 	 7.84400e-01
1669 	 7.85000e-01
1670 	 7.85000e-01
1671 	 7.84200e-01
1672 	 7.84600e-01
1673 	 7.83700e-01
1674 	 7.84400e-01
1675 	 7.83300e-01
1676 	 7.83300e-01
1677 	 7.84000e-01
1678 	 7.83100e-01
1679 	 7.84800e-01
1680 	 7.84400e-01
1681 	 7.83500e-01
1682 	 7.85200e-01
1683 	 7.84400e-01
1684 	 7.84400e-01
1685 	 7.83300e-01
1686 	 7.83700e-01
1687 	 7.84800e-01
1688 	 7.84600e-01
1689 	 7.84800e-01
1690 	 7.84200e-01
1691 	 7.83300e-01
1692 	 7.83700e-01
1693 	 7.84400e-01
1694 	 7.84600e-01
1695 	 7.84600e-01
1696 	 7.83500e-01
1697 	 7.84800e-01
1698 	 7.84400e-01
1699 	 7.84600e-01
1700 	 7.85000e-01
1701 	 7.82900e-01
1702 	 7.85400e-01
1703 	 7.84400e-01
1704 	 7.84800e-01
1705 	 7.84000e-01
1706 	 7.84400e-01
1707 	 7.84600e-01
1708 	 7.84400e-01
1709 	 7.85000e-01
1710 	 7.85200e-01
1711 	 7.84400e-01
1712 	 7.85000e-01
1713 	 7.84400e-01
1714 	 7.84800e-01
1715 	 7.85000e-01
1716 	 7.82900e-01
1717 	 7.84400e-01
1718 	 7.83700e-01
1719 	 7.84600e-01
1720 	 7.86100e-01
1721 	 7.84400e-01
1722 	 7.85000e-01
1723 	 7.84600e-01
1724 	 7.84400e-01
1725 	 7.84400e-01
1726 	 7.84200e-01
1727 	 7.85200e-01
1728 	 7.84800e-01
1729 	 7.84400e-01
1730 	 7.84400e-01
1731 	 7.83700e-01
1732 	 7.84800e-01
1733 	 7.85000e-01
1734 	 7.84200e-01
1735 	 7.84800e-01
1736 	 7.84000e-01
1737 	 7.84600e-01
1738 	 7.83700e-01
1739 	 7.84400e-01
1740 	 7.84600e-01
1741 	 7.83500e-01
1742 	 7.85200e-01
1743 	 7.84800e-01
1744 	 7.85200e-01
1745 	 7.84200e-01
1746 	 7.84000e-01
1747 	 7.85200e-01
1748 	 7.84800e-01
1749 	 7.85000e-01
1750 	 7.85400e-01
1751 	 7.83500e-01
1752 	 7.84800e-01
1753 	 7.84400e-01
1754 	 7.85000e-01
1755 	 7.84200e-01
1756 	 7.84800e-01
1757 	 7.85000e-01
1758 	 7.85000e-01
1759 	 7.85000e-01
1760 	 7.85400e-01
1761 	 7.83700e-01
1762 	 7.85700e-01
1763 	 7.84600e-01
1764 	 7.84800e-01
1765 	 7.84400e-01
1766 	 7.84800e-01
1767 	 7.85400e-01
1768 	 7.84800e-01
1769 	 7.85000e-01
1770 	 7.85000e-01
1771 	 7.84800e-01
1772 	 7.85400e-01
1773 	 7.84000e-01
1774 	 7.84800e-01
1775 	 7.84600e-01
1776 	 7.84200e-01
1777 	 7.84200e-01
1778 	 7.85000e-01
1779 	 7.85700e-01
1780 	 7.85400e-01
1781 	 7.84200e-01
1782 	 7.84400e-01
1783 	 7.84800e-01
1784 	 7.86100e-01
1785 	 7.85700e-01
1786 	 7.83700e-01
1787 	 7.85200e-01
1788 	 7.84600e-01
1789 	 7.84200e-01
1790 	 7.85700e-01
1791 	 7.84600e-01
1792 	 7.84400e-01
1793 	 7.84800e-01
1794 	 7.85900e-01
1795 	 7.84400e-01
1796 	 7.84200e-01
1797 	 7.85900e-01
1798 	 7.84600e-01
1799 	 7.85200e-01
1800 	 7.84800e-01
1801 	 7.84000e-01
1802 	 7.84800e-01
1803 	 7.84800e-01
1804 	 7.85200e-01
1805 	 7.85200e-01
1806 	 7.84200e-01
1807 	 7.84400e-01
1808 	 7.84400e-01
1809 	 7.85700e-01
1810 	 7.84800e-01
1811 	 7.84800e-01
1812 	 7.85700e-01
1813 	 7.84600e-01
1814 	 7.85400e-01
1815 	 7.84800e-01
1816 	 7.83500e-01
1817 	 7.85400e-01
1818 	 7.85400e-01
1819 	 7.85000e-01
1820 	 7.86300e-01
1821 	 7.85200e-01
1822 	 7.85000e-01
1823 	 7.84200e-01
1824 	 7.85900e-01
1825 	 7.84800e-01
1826 	 7.84600e-01
1827 	 7.84600e-01
1828 	 7.85200e-01
1829 	 7.85900e-01
1830 	 7.85900e-01
1831 	 7.84600e-01
1832 	 7.86700e-01
1833 	 7.85200e-01
1834 	 7.85700e-01
1835 	 7.85200e-01
1836 	 7.85400e-01
1837 	 7.85000e-01
1838 	 7.85400e-01
1839 	 7.86100e-01
1840 	 7.85900e-01
1841 	 7.84600e-01
1842 	 7.85700e-01
1843 	 7.84600e-01
1844 	 7.86100e-01
1845 	 7.86100e-01
1846 	 7.84400e-01
1847 	 7.85200e-01
1848 	 7.84600e-01
1849 	 7.85200e-01
1850 	 7.85400e-01
1851 	 7.84600e-01
1852 	 7.85900e-01
1853 	 7.84800e-01
1854 	 7.85700e-01
1855 	 7.86100e-01
1856 	 7.84000e-01
1857 	 7.85400e-01
1858 	 7.84800e-01
1859 	 7.86500e-01
1860 	 7.85900e-01
1861 	 7.84600e-01
1862 	 7.85200e-01
1863 	 7.85200e-01
1864 	 7.86100e-01
1865 	 7.84600e-01
1866 	 7.84800e-01
1867 	 7.84600e-01
1868 	 7.84200e-01
1869 	 7.85200e-01
1870 	 7.85700e-01
1871 	 7.84800e-01
1872 	 7.85400e-01
1873 	 7.85200e-01
1874 	 7.85700e-01
1875 	 7.85400e-01
1876 	 7.85000e-01
1877 	 7.84400e-01
1878 	 7.84600e-01
1879 	 7.86100e-01
1880 	 7.85700e-01
1881 	 7.85200e-01
1882 	 7.85200e-01
1883 	 7.85400e-01
1884 	 7.85700e-01
1885 	 7.85700e-01
1886 	 7.84600e-01
1887 	 7.85000e-01
1888 	 7.85700e-01
1889 	 7.85700e-01
1890 	 7.85200e-01
1891 	 7.84000e-01
1892 	 7.84600e-01
1893 	 7.85200e-01
1894 	 7.86100e-01
1895 	 7.85700e-01
1896 	 7.84600e-01
1897 	 7.84800e-01
1898 	 7.85200e-01
1899 	 7.85400e-01
1900 	 7.85900e-01
1901 	 7.85400e-01
1902 	 7.85200e-01
1903 	 7.85000e-01
1904 	 7.85700e-01
1905 	 7.86500e-01
1906 	 7.85000e-01
1907 	 7.85400e-01
1908 	 7.85000e-01
1909 	 7.86100e-01
1910 	 7.85700e-01
1911 	 7.84600e-01
1912 	 7.85700e-01
1913 	 7.85200e-01
1914 	 7.85400e-01
1915 	 7.85200e-01
1916 	 7.84800e-01
1917 	 7.85700e-01
1918 	 7.85000e-01
1919 	 7.85000e-01
1920 	 7.85400e-01
1921 	 7.84400e-01
1922 	 7.85200e-01
1923 	 7.85400e-01
1924 	 7.85900e-01
1925 	 7.86100e-01
1926 	 7.85200e-01
1927 	 7.86500e-01
1928 	 7.84600e-01
1929 	 7.85400e-01
1930 	 7.85900e-01
1931 	 7.84400e-01
1932 	 7.85700e-01
1933 	 7.85200e-01
1934 	 7.85700e-01
1935 	 7.85200e-01
1936 	 7.85000e-01
1937 	 7.85700e-01
1938 	 7.85400e-01
1939 	 7.85700e-01
1940 	 7.85900e-01
1941 	 7.85000e-01
1942 	 7.85400e-01
1943 	 7.85000e-01
1944 	 7.85200e-01
1945 	 7.86100e-01
1946 	 7.86300e-01
1947 	 7.85400e-01
1948 	 7.85200e-01
1949 	 7.85200e-01
1950 	 7.85700e-01
1951 	 7.84600e-01
1952 	 7.85700e-01
1953 	 7.85400e-01
1954 	 7.86300e-01
1955 	 7.85200e-01
1956 	 7.85000e-01
1957 	 7.85400e-01
1958 	 7.84400e-01
1959 	 7.85900e-01
1960 	 7.86100e-01
1961 	 7.85700e-01
1962 	 7.85700e-01
1963 	 7.85900e-01
1964 	 7.85900e-01
1965 	 7.85200e-01
1966 	 7.85000e-01
1967 	 7.85700e-01
1968 	 7.85000e-01
1969 	 7.85900e-01
1970 	 7.85900e-01
1971 	 7.85000e-01
1972 	 7.85200e-01
1973 	 7.85700e-01
1974 	 7.85700e-01
1975 	 7.85700e-01
1976 	 7.85000e-01
1977 	 7.85900e-01
1978 	 7.85000e-01
1979 	 7.85400e-01
1980 	 7.85400e-01
1981 	 7.85400e-01
1982 	 7.85400e-01
1983 	 7.85200e-01
1984 	 7.85700e-01
1985 	 7.85900e-01
1986 	 7.85200e-01
1987 	 7.85400e-01
1988 	 7.85400e-01
1989 	 7.85400e-01
1990 	 7.86100e-01
1991 	 7.85000e-01
1992 	 7.86300e-01
1993 	 7.85000e-01
1994 	 7.85900e-01
1995 	 7.85700e-01
1996 	 7.85000e-01
1997 	 7.85900e-01
1998 	 7.86100e-01
1999 	 7.85900e-01
2000 	 7.85900e-01
2001 	 7.85200e-01
2002 	 7.85400e-01
2003 	 7.85400e-01
2004 	 7.86900e-01
2005 	 7.86500e-01
2006 	 7.85200e-01
2007 	 7.84800e-01
2008 	 7.85400e-01
2009 	 7.86300e-01
2010 	 7.85700e-01
2011 	 7.85700e-01
2012 	 7.85900e-01
2013 	 7.85400e-01
2014 	 7.85900e-01
2015 	 7.85700e-01
2016 	 7.85400e-01
2017 	 7.85400e-01
2018 	 7.85700e-01
2019 	 7.85900e-01
2020 	 7.85700e-01
2021 	 7.85000e-01
2022 	 7.85400e-01
2023 	 7.85900e-01
2024 	 7.86300e-01
2025 	 7.86100e-01
2026 	 7.85400e-01
2027 	 7.86300e-01
2028 	 7.85400e-01
2029 	 7.86500e-01
2030 	 7.86500e-01
2031 	 7.85400e-01
2032 	 7.85900e-01
2033 	 7.85200e-01
2034 	 7.86300e-01
2035 	 7.86100e-01
2036 	 7.85400e-01
2037 	 7.86500e-01
2038 	 7.85700e-01
2039 	 7.86500e-01
2040 	 7.85700e-01
2041 	 7.85200e-01
2042 	 7.86100e-01
2043 	 7.86100e-01
2044 	 7.86100e-01
2045 	 7.86300e-01
2046 	 7.85200e-01
2047 	 7.85700e-01
2048 	 7.86100e-01
2049 	 7.87600e-01
2050 	 7.86100e-01
2051 	 7.85200e-01
2052 	 7.86500e-01
2053 	 7.85700e-01
2054 	 7.85900e-01
2055 	 7.86100e-01
2056 	 7.85400e-01
2057 	 7.85200e-01
2058 	 7.85200e-01
2059 	 7.86900e-01
2060 	 7.86500e-01
2061 	 7.85200e-01
2062 	 7.85400e-01
2063 	 7.85700e-01
2064 	 7.86300e-01
2065 	 7.86100e-01
2066 	 7.85000e-01
2067 	 7.85400e-01
2068 	 7.85400e-01
2069 	 7.86900e-01
2070 	 7.86100e-01
2071 	 7.85700e-01
2072 	 7.84800e-01
2073 	 7.86100e-01
2074 	 7.86700e-01
2075 	 7.86700e-01
2076 	 7.85900e-01
2077 	 7.85900e-01
2078 	 7.85900e-01
2079 	 7.86700e-01
2080 	 7.85400e-01
2081 	 7.85900e-01
2082 	 7.86700e-01
2083 	 7.86100e-01
2084 	 7.86700e-01
2085 	 7.86300e-01
2086 	 7.85900e-01
2087 	 7.86700e-01
2088 	 7.85700e-01
2089 	 7.86700e-01
2090 	 7.86700e-01
2091 	 7.86300e-01
2092 	 7.86500e-01
2093 	 7.85200e-01
2094 	 7.86300e-01
2095 	 7.86700e-01
2096 	 7.85200e-01
2097 	 7.86300e-01
2098 	 7.85400e-01
2099 	 7.87300e-01
2100 	 7.86500e-01
2101 	 7.85000e-01
2102 	 7.86100e-01
2103 	 7.86500e-01
2104 	 7.86900e-01
2105 	 7.86500e-01
2106 	 7.85400e-01
2107 	 7.86700e-01
2108 	 7.86100e-01
2109 	 7.87100e-01
2110 	 7.85400e-01
2111 	 7.85700e-01
2112 	 7.86100e-01
2113 	 7.85400e-01
2114 	 7.87800e-01
2115 	 7.86300e-01
2116 	 7.85400e-01
2117 	 7.85400e-01
2118 	 7.86300e-01
2119 	 7.87100e-01
2120 	 7.86500e-01
2121 	 7.86300e-01
2122 	 7.86100e-01
2123 	 7.85400e-01
2124 	 7.85700e-01
2125 	 7.86300e-01
2126 	 7.85700e-01
2127 	 7.85700e-01
2128 	 7.85900e-01
2129 	 7.86500e-01
2130 	 7.86100e-01
2131 	 7.85200e-01
2132 	 7.85900e-01
2133 	 7.85400e-01
2134 	 7.86500e-01
2135 	 7.86700e-01
2136 	 7.85200e-01
2137 	 7.86700e-01
2138 	 7.86300e-01
2139 	 7.87300e-01
2140 	 7.86900e-01
2141 	 7.86300e-01
2142 	 7.86300e-01
2143 	 7.85400e-01
2144 	 7.86700e-01
2145 	 7.86500e-01
2146 	 7.85700e-01
2147 	 7.86900e-01
2148 	 7.86100e-01
2149 	 7.87600e-01
2150 	 7.86300e-01
2151 	 7.85200e-01
2152 	 7.86700e-01
2153 	 7.85900e-01
2154 	 7.86700e-01
2155 	 7.86700e-01
2156 	 7.86300e-01
2157 	 7.86100e-01
2158 	 7.85400e-01
2159 	 7.87300e-01
2160 	 7.87100e-01
2161 	 7.86300e-01
2162 	 7.85900e-01
2163 	 7.86100e-01
2164 	 7.87100e-01
2165 	 7.86500e-01
2166 	 7.86300e-01
2167 	 7.86300e-01
2168 	 7.86700e-01
2169 	 7.87300e-01
2170 	 7.86500e-01
2171 	 7.85400e-01
2172 	 7.85900e-01
2173 	 7.85900e-01
2174 	 7.87300e-01
2175 	 7.85700e-01
2176 	 7.86900e-01
2177 	 7.86700e-01
2178 	 7.86700e-01
2179 	 7.87300e-01
2180 	 7.86100e-01
2181 	 7.85400e-01
2182 	 7.86500e-01
2183 	 7.85200e-01
2184 	 7.87100e-01
2185 	 7.87300e-01
2186 	 7.85200e-01
2187 	 7.86300e-01
2188 	 7.86100e-01
2189 	 7.85900e-01
2190 	 7.86300e-01
2191 	 7.85200e-01
2192 	 7.85700e-01
2193 	 7.85200e-01
2194 	 7.87100e-01
2195 	 7.85700e-01
2196 	 7.85000e-01
2197 	 7.86300e-01
2198 	 7.85200e-01
2199 	 7.87600e-01
2200 	 7.86300e-01
2201 	 7.86300e-01
2202 	 7.86500e-01
2203 	 7.86500e-01
2204 	 7.87600e-01
2205 	 7.86700e-01
2206 	 7.86500e-01
2207 	 7.86300e-01
2208 	 7.86500e-01
2209 	 7.87800e-01
2210 	 7.86700e-01
2211 	 7.85700e-01
2212 	 7.86100e-01
2213 	 7.86100e-01
2214 	 7.86900e-01
2215 	 7.85900e-01
2216 	 7.86100e-01
2217 	 7.86700e-01
2218 	 7.85400e-01
